Id,MSSubClass,LotArea,OverallCond,YearBuilt,TotalBsmtSF,SalePrice,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE
257,60,8791,5,2003,864.0,207500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
258,20,8814,5,2006,1604.0,220000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
259,60,12435,5,2001,963.0,231500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
260,20,12702,5,1956,0.0,97000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
261,80,19296,5,1962,1362.0,176000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,60,9588,5,2007,1482.0,276000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
263,80,8471,7,1977,506.0,151000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,50,5500,7,1929,926.0,130000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,30,5232,5,1925,680.0,73000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
266,20,12090,6,1981,1422.0,175500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
267,60,11207,5,1997,802.0,185000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
268,75,8400,8,1939,720.0,179500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
269,30,6900,6,1940,740.0,120500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
270,20,7917,7,1976,1143.0,148000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,60,10728,5,2006,1095.0,266000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
272,20,39104,7,1954,1385.0,241500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,60,11764,7,1999,1152.0,290000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,20,9600,6,1958,1240.0,139000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,20,8314,7,1982,816.0,124500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,50,7264,7,1925,952.0,205000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
277,20,9196,5,2003,1560.0,201000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
278,20,19138,5,1951,864.0,141000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,20,14450,5,2006,2121.0,415298.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
280,60,10005,5,1977,1160.0,192000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
281,60,11287,6,1989,807.0,228500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
282,20,7200,5,2006,1262.0,185000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
283,120,5063,5,2007,1314.0,207500.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
284,20,9612,5,2008,1468.0,244600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
285,120,8012,5,1992,1575.0,179200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
286,160,4251,5,2006,625.0,164700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
287,50,9786,7,1962,912.0,159000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
288,20,8125,4,1971,858.0,88000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,20,9819,5,1967,882.0,122000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
290,70,8730,7,1915,698.0,153575.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
291,60,15611,5,2006,1079.0,233230.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
292,190,5687,6,1912,780.0,135900.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
293,50,11409,4,1949,768.0,131000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
294,60,16659,7,1977,795.0,235000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,20,9600,5,1953,1416.0,167000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
296,80,7937,6,1984,1003.0,142500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,50,13710,5,1950,910.0,152000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
298,60,7399,5,1997,975.0,239000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
299,60,11700,6,1968,702.0,175000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
300,20,14000,8,1950,1092.0,158500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
301,190,15750,5,1953,1165.0,157000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
302,60,16226,5,1998,1028.0,267000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
303,20,13704,5,2001,1541.0,205000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,20,9800,7,1972,894.0,149900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,75,18386,9,1880,1470.0,295000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
306,20,10386,5,2004,2000.0,305900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
307,60,13474,5,1990,700.0,225000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
308,50,7920,7,1920,319.0,89500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
309,30,12342,5,1940,861.0,82500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
310,20,12378,5,2003,1896.0,360000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
311,60,7685,5,1993,697.0,165600.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,20,8000,6,1948,972.0,132000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
313,190,7800,7,1939,793.0,119900.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
314,20,215245,5,1965,2136.0,375000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
315,70,9600,7,1925,728.0,178000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
316,60,7795,5,2004,716.0,188500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
317,60,13005,7,1980,845.0,260000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,60,9000,5,2006,1088.0,270000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
319,60,9900,5,1993,1347.0,260000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
320,80,14115,5,1980,1372.0,187500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
321,60,16259,5,2006,1249.0,342643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,60,12099,5,2004,1136.0,354000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
323,60,10380,5,1986,1502.0,301000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
324,20,5820,8,1955,1162.0,126175.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
325,80,11275,7,1967,710.0,242000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,45,5000,6,1941,720.0,87000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
327,120,10846,5,1993,1719.0,324000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
328,20,11600,5,1960,1383.0,145250.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
329,75,11888,6,1916,844.0,214500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
330,70,6402,5,1920,596.0,78000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,90,10624,4,1964,1728.0,119000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
332,20,8176,6,1958,1056.0,139000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
333,20,10655,5,2003,3206.0,284000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
334,120,8198,5,2004,1358.0,207000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
335,60,9042,5,1998,943.0,192000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
336,190,164660,6,1965,1499.0,228950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
337,20,14157,5,2005,1922.0,377426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,20,9135,5,2002,1536.0,214000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
339,20,14145,7,1984,1208.0,202500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,20,12400,7,1958,1215.0,155000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
341,60,14191,5,2002,967.0,202900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
342,20,8400,4,1950,721.0,82000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
343,90,8544,4,1949,0.0,87500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
344,120,8849,5,2005,1684.0,266000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
345,160,2592,3,1976,536.0,85000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
346,50,6435,5,1939,972.0,140200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
347,20,12772,8,1960,958.0,151500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,20,17600,5,1960,1478.0,157500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
349,160,2448,5,2003,764.0,154000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
350,60,20431,5,2005,1848.0,437154.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
351,120,7820,5,2007,1869.0,318061.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
352,120,5271,5,1986,1453.0,190000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
353,50,9084,6,1941,616.0,95000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
354,30,8520,8,1928,624.0,105900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
355,50,8400,5,1940,940.0,140000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
356,20,11249,5,1995,1200.0,177500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
357,20,9248,6,1992,1158.0,173000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
358,120,4224,5,1976,1142.0,134000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
359,80,6930,4,1958,1062.0,130000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
360,60,12011,5,1998,1086.0,280000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,85,7540,6,1978,888.0,156000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,50,9144,5,1940,883.0,145000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
363,85,7301,5,2003,0.0,198500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,160,1680,8,1972,483.0,118000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
365,60,18800,5,1976,796.0,190000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
366,70,10690,7,1920,672.0,147000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
367,20,9500,5,1963,1394.0,159000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
368,80,9150,5,1962,1099.0,165000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,20,7800,6,1954,1268.0,132000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
370,20,9830,7,1959,1063.0,162000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,60,8121,5,2000,953.0,172400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
372,50,17120,4,1959,0.0,134432.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
373,120,7175,5,1984,744.0,125000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
374,20,10634,6,1953,608.0,123000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
375,60,8200,5,2003,847.0,219500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
376,30,10020,1,1922,683.0,61000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
377,85,8846,5,1996,870.0,148000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,60,11143,5,2004,1580.0,340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,20,11394,2,2010,1856.0,394432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,60,8123,5,2000,982.0,179000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
381,50,5000,6,1924,1026.0,127000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
382,20,7200,5,2006,1293.0,187750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
383,60,9245,5,2006,939.0,213500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
384,45,9000,3,1928,784.0,76000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,60,53107,5,1992,1580.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,120,3182,5,2004,1256.0,192000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
387,50,8410,3,1910,658.0,81000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
388,80,7200,6,1976,1041.0,125000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
389,20,9382,5,1999,1468.0,191000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,60,12474,5,2007,1682.0,426000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
391,50,8405,8,1900,861.0,119000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
392,60,12209,5,2001,804.0,215000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,20,8339,7,1959,0.0,106500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
394,30,7446,5,1941,788.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,50,10134,6,1940,735.0,109000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
396,20,9571,6,1956,1144.0,129000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
397,20,7200,5,1972,894.0,123000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
398,60,7590,5,1962,864.0,169500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
399,30,8967,2,1920,961.0,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,60,8125,5,2006,1092.0,241000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
401,120,14963,5,1996,1260.0,245500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
402,20,8767,5,2005,1310.0,164990.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
403,30,10200,8,1940,672.0,108000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
404,60,12090,5,1998,1141.0,258000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,60,10364,5,1995,806.0,168000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
406,20,9991,4,1976,1281.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,50,10480,5,1936,1064.0,115000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
408,70,15576,7,1915,840.0,177000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
409,60,14154,5,2006,1063.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,60,10800,5,2007,1034.0,339750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
411,20,9571,3,1958,1276.0,60000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
412,190,34650,5,1955,1056.0,145000.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
413,20,4403,5,2009,1470.0,222000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
414,30,8960,6,1927,1008.0,115000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
415,60,11228,5,1993,1080.0,228000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,20,8899,5,2007,1340.0,181134.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
417,60,7844,7,1978,672.0,149500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
418,70,22420,6,1918,1370.0,239000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
419,50,8160,6,1940,756.0,126000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
420,20,8450,6,1968,1056.0,142000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
421,90,7060,5,1997,1344.0,206300.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
422,20,16635,7,1977,1602.0,215000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,20,21750,5,1954,988.0,113000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
424,60,9200,5,1998,1470.0,315000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
425,20,9000,5,1956,1196.0,139000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
426,60,3378,8,1946,651.0,135000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
427,80,12800,5,1989,1518.0,275000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
428,20,8593,6,1957,907.0,109008.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
429,20,6762,5,2007,1208.0,195400.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
430,20,11457,5,1988,1392.0,175000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,160,1680,5,1971,483.0,85400.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
432,50,5586,7,1920,901.0,79900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
433,160,1920,5,1971,765.0,122500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
434,60,10839,5,1997,926.0,181000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,180,1890,7,1972,630.0,81000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
436,60,10667,6,1996,799.0,212000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,50,4400,8,1920,648.0,116000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
438,45,6000,7,1926,884.0,119000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
439,30,4280,6,1913,440.0,90350.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
440,50,12354,8,1920,684.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,20,15431,5,2008,3094.0,555000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
442,90,12108,4,1955,1440.0,118000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
443,50,6240,7,1930,1078.0,162900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
444,120,3922,5,2006,1258.0,172500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
445,60,8750,5,1994,915.0,210000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
446,20,9855,5,1956,1436.0,127500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,20,16492,6,1966,1517.0,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,60,11214,5,1998,930.0,199900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,50,8600,6,1937,780.0,119500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
450,50,6000,7,1948,649.0,120000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
451,30,5684,8,1930,813.0,110000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
452,20,70761,5,1975,1533.0,280000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
453,60,9303,5,1996,872.0,204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,60,9000,5,2008,768.0,210000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
455,90,9297,5,1976,1728.0,188000.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
456,20,9600,6,1973,1242.0,175500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
457,70,4571,5,1916,624.0,98000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
458,20,53227,6,1954,1364.0,256000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,70,5100,7,1925,588.0,161000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
460,50,7015,4,1950,709.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,60,8004,5,2009,832.0,263435.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
462,70,7200,9,1936,560.0,155000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
463,20,8281,5,1965,864.0,62383.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
464,70,11988,7,1934,715.0,188700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
465,20,8430,5,1978,1040.0,124000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
466,120,3072,5,2004,1375.0,178740.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
467,20,10628,5,1970,1277.0,167000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
468,70,9480,7,1942,728.0,146500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
469,20,11428,5,2006,1626.0,250000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
470,60,9291,5,1993,832.0,187000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,120,6820,5,1985,1488.0,212000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
472,60,11952,6,1977,808.0,190000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
473,180,3675,5,2005,547.0,148000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
474,20,14977,5,2006,1976.0,440000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
475,120,5330,5,2000,1494.0,251000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
476,20,8480,6,1963,970.0,132500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,20,13125,5,1997,1478.0,208900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
478,60,13693,5,2006,2153.0,380000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
479,20,10637,5,2007,1705.0,297000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
480,30,5925,7,1937,907.0,89471.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
481,20,16033,5,2004,1833.0,326000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
482,20,11846,5,2003,1792.0,374000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
483,70,2500,8,1915,910.0,155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,120,4500,5,1998,1216.0,164000.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
485,20,7758,7,1962,999.0,132500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,20,9600,7,1950,1113.0,147000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
487,20,10289,7,1965,1073.0,156000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
488,20,12243,6,1971,1484.0,175000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
489,190,10800,4,1900,954.0,160000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
490,180,1526,8,1970,630.0,86000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
491,160,2665,6,1976,264.0,115000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
492,50,9490,7,1941,806.0,133000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
493,60,15578,5,2006,728.0,172785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,20,7931,6,1960,1269.0,155000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
495,30,5784,8,1938,190.0,91300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
496,30,7879,5,1920,720.0,34900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
497,20,12692,5,1992,3200.0,430000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
498,50,9120,6,1925,1026.0,184000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
499,20,7800,7,1967,864.0,130000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
500,20,7535,7,1958,912.0,120000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
501,160,1890,5,1973,672.0,113000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
502,60,9803,5,2005,866.0,226700.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
503,20,9170,7,1965,1214.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,20,15602,8,1959,1501.0,289000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
505,160,2308,5,1974,855.0,147000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
506,90,7596,5,1952,960.0,124500.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
507,60,9554,5,1993,777.0,215000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
508,20,7862,5,2009,1218.0,208300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
509,70,9600,9,1928,689.0,161000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
510,20,9600,6,1959,1041.0,124500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,20,14559,7,1951,1008.0,164900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
512,120,6792,5,2005,1368.0,202665.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
513,20,9100,5,1958,864.0,129900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,20,9187,5,1983,1084.0,134000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,45,10594,5,1926,768.0,96500.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
